"Id","Session_Date__c","Team_Season__c","Session_Topic__c","Team_Season__r.Coach_Soccer__c","Team_Season__r.Coach_Writing__c","Team_Season__r.Season_End_Date__c"
"a0pcX0000005lZNQA2","2026-09-23","a0qcX000000GEggQA2","Soccer","003Hs00004W5kzXIA2","003cX000005TYcvQA2","2025-06-21"
